Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track/Year
11,35,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,68,running,0,26,0,COTA #6 2024
12,28,12,   Ryan Blaney,Menards Jack Links   (Roger Penske),Ford,68,running,0,34,0,COTA #6 2024
13,32,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,68,running,0,24,0,COTA #6 2024
14,8,11,   Denny Hamlin,Interstate Batteries   (Joe Gibbs),Toyota,68,running,3,33,1,COTA #6 2024
15,10,23,   Bubba Wallace,Mobil 1   (23XI Racing),Toyota,68,running,0,22,0,COTA #6 2024
16,9,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,68,running,0,21,0,COTA #6 2024
17,15,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,68,running,0,20,0,COTA #6 2024
18,11,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,68,running,0,26,0,COTA #6 2024
19,34,71,   Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,68,running,0,18,0,COTA #6 2024
20,12,16,   Shane Van Gisbergen,WeatherTech   (Matthew Kaulig),Chevrolet,68,running,0,0,0,COTA #6 2024
21,22,42,   John H. Nemechek,ROMCO Equipment Co.   (Legacy Motor Club),Toyota,68,running,0,20,0,COTA #6 2024
22,18,77,   Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,68,running,0,15,0,COTA #6 2024
23,24,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,68,running,0,20,0,COTA #6 2024
24,5,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,68,running,0,13,0,COTA #6 2024
25,21,3,   Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,68,running,0,18,0,COTA #6 2024
26,26,38,   Todd Gilliland,Ruedebusch   (Bob Jenkins),Ford,68,running,0,18,0,COTA #6 2024
27,23,15,   Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,68,running,0,10,0,COTA #6 2024
28,30,47,   Ricky Stenhouse Jr,Palmolive   (JTG-Daugherty Racing),Chevrolet,68,running,0,14,0,COTA #6 2024
29,25,50,   Kamui Kobayashi,Mobil 1 50th Anniversary   (23XI Racing),Toyota,68,running,0,8,0,COTA #6 2024
30,29,21,   Harrison Burton,Motorcraft Quick Lane   (Wood Brothers),Ford,68,running,0,7,0,COTA #6 2024
31,19,99,   Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,68,running,0,15,0,COTA #6 2024
32,38,43,   Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,68,running,0,5,0,COTA #6 2024
33,36,6,   Brad Keselowski,Castrol 125 Years Forward   (Jack Roush),Ford,68,running,0,9,0,COTA #6 2024
34,39,10,   Noah Gragson,Rush Truck Centers   (Stewart Haas Racing),Ford,67,running,0,3,0,COTA #6 2024
35,31,4,   Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,67,running,0,3,0,COTA #6 2024
36,37,66,   Timmy Hill,Amptricity   (Carl Long),Ford,66,running,0,0,0,COTA #6 2024
37,33,31,   Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,66,running,0,3,0,COTA #6 2024
38,27,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,51,steering,0,9,0,COTA #6 2024
39,13,51,   Justin Haley,Fraternal Order of Eagles   (Rick Ware),Ford,68,running,0,1,0,COTA #6 2024
1,11,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,407,running,17,46,5,Richmond #7 2024
2,10,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,407,running,0,49,0,Richmond #7 2024
3,1,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,407,running,144,51,1,Richmond #7 2024
4,7,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,407,running,228,50,1,Richmond #7 2024
5,2,9,   Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,407,running,5,36,0,Richmond #7 2024
6,29,20,   Christopher Bell,Mobil 1   (Joe Gibbs),Toyota,407,running,9,36,0,Richmond #7 2024
7,13,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,407,running,0,32,0,Richmond #7 2024
8,23,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,407,running,0,29,0,Richmond #7 2024
9,14,17,   Chris Buescher,Nexletol   (Jack Roush),Ford,407,running,0,32,0,Richmond #7 2024
10,19,45,   Tyler Reddick,SiriusXM   (23XI Racing),Toyota,407,running,0,28,0,Richmond #7 2024
11,30,4,   Josh Berry,SunnyD   (Stewart Haas Racing),Ford,407,running,2,37,0,Richmond #7 2024
12,17,10,   Noah Gragson,Superior Essex   (Stewart Haas Racing),Ford,407,running,0,25,0,Richmond #7 2024
13,5,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,407,running,2,36,0,Richmond #7 2024
14,27,43,   Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,407,running,0,23,0,Richmond #7 2024
15,3,1,   Ross Chastain,Busch Light   (Trackhouse Racing),Chevrolet,407,running,0,25,0,Richmond #7 2024
16,8,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,407,running,0,21,0,Richmond #7 2024
17,4,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,407,running,0,28,0,Richmond #7 2024
18,32,14,   Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,407,running,0,19,0,Richmond #7 2024
19,12,12,   Ryan Blaney,Menards Duracell   (Roger Penske),Ford,407,running,0,18,0,Richmond #7 2024
20,15,8,   Kyle Busch,Rebel Bourbon   (Richard Childress),Chevrolet,407,running,0,17,0,Richmond #7 2024
21,6,38,   Todd Gilliland,FARXIGA® (dapagliflozin)   (Bob Jenkins),Ford,407,running,0,21,0,Richmond #7 2024
22,20,99,   Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,407,running,0,15,0,Richmond #7 2024
23,9,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,406,running,0,14,0,Richmond #7 2024
24,22,3,   Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,406,running,0,13,0,Richmond #7 2024
25,18,42,   John H. Nemechek,Safeway   (Legacy Motor Club),Toyota,406,running,0,12,0,Richmond #7 2024
26,31,34,   Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,406,running,0,11,0,Richmond #7 2024
27,25,77,   Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,406,running,0,10,0,Richmond #7 2024
28,16,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,406,running,0,10,0,Richmond #7 2024
29,33,16,   Ty Dillon,Chevy Accessories   (Matthew Kaulig),Chevrolet,406,running,0,0,0,Richmond #7 2024
30,34,31,   Daniel Hemric,LA Golf   (Matthew Kaulig),Chevrolet,405,running,0,7,0,Richmond #7 2024
31,35,15,   Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,405,running,0,6,0,Richmond #7 2024
32,36,51,   Justin Haley,Walmart Health & Wellness   (Rick Ware),Ford,405,running,0,5,0,Richmond #7 2024
33,24,47,   Ricky Stenhouse Jr,Kroger / NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,405,running,0,4,0,Richmond #7 2024
34,26,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,405,running,0,3,0,Richmond #7 2024
35,28,71,   Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,404,running,0,2,0,Richmond #7 2024
36,21,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,404,running,0,1,0,Richmond #7 2024
1,18,24,   William Byron,Axalta Ruby   (Rick Hendrick),Chevrolet,415,running,88,46,5,Martinsville #8 2024
2,1,5,   Kyle Larson,HendrickCars.com Ruby   (Rick Hendrick),Chevrolet,415,running,86,53,1,Martinsville #8 2024
3,3,9,   Chase Elliott,UniFirst Ruby   (Rick Hendrick),Chevrolet,415,running,64,49,0,Martinsville #8 2024
4,2,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,415,running,0,51,0,Martinsville #8 2024
5,9,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,415,running,0,32,0,Martinsville #8 2024
6,6,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,415,running,84,42,0,Martinsville #8 2024
7,19,45,   Tyler Reddick,MoneyLion   (23XI Racing),Toyota,415,running,0,30,0,Martinsville #8 2024
8,10,48,   Alex Bowman,Ally Ruby   (Rick Hendrick),Chevrolet,415,running,0,34,0,Martinsville #8 2024
9,22,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,415,running,0,28,0,Martinsville #8 2024
10,5,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,415,running,8,38,0,Martinsville #8 2024
11,8,11,   Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,415,running,66,40,1,Martinsville #8 2024
12,17,43,   Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,415,running,0,25,0,Martinsville #8 2024
13,16,38,   Todd Gilliland,Carson-Newman University   (Bob Jenkins),Ford,415,running,0,24,0,Martinsville #8 2024
14,12,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,415,running,0,25,0,Martinsville #8 2024
15,30,17,   Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,414,running,0,22,0,Martinsville #8 2024
16,11,8,   Kyle Busch,Lucas Oil   (Richard Childress),Chevrolet,414,running,0,22,0,Martinsville #8 2024
17,25,77,   Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,414,running,0,20,0,Martinsville #8 2024
18,4,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,414,running,0,25,0,Martinsville #8 2024
19,15,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,414,running,0,18,0,Martinsville #8 2024
20,26,10,   Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,414,running,0,17,0,Martinsville #8 2024
21,35,34,   Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,414,running,0,16,0,Martinsville #8 2024
22,21,99,   Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,414,running,13,15,0,Martinsville #8 2024
23,14,2,   Austin Cindric,Menards Libman   (Roger Penske),Ford,414,running,6,14,0,Martinsville #8 2024
24,13,6,   Brad Keselowski,Body Guard   (Jack Roush),Ford,414,running,0,13,0,Martinsville #8 2024
25,7,4,   Josh Berry,Mobil 1 50th Anniversary   (Stewart Haas Racing),Ford,413,running,0,15,0,Martinsville #8 2024
26,31,15,   Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,413,running,0,11,0,Martinsville #8 2024
27,33,16,   Josh Williams,Alloy Employer Services   (Matthew Kaulig),Chevrolet,413,running,0,0,0,Martinsville #8 2024
28,36,31,   Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,413,running,0,9,0,Martinsville #8 2024
29,23,47,   Ricky Stenhouse Jr,SunnyD   (JTG-Daugherty Racing),Chevrolet,413,running,0,8,0,Martinsville #8 2024
30,27,51,   Justin Haley,Ohanafy   (Rick Ware),Ford,413,running,0,7,0,Martinsville #8 2024
31,24,71,   Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,412,running,0,6,0,Martinsville #8 2024
32,32,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,412,running,0,5,0,Martinsville #8 2024
33,34,21,   Harrison Burton,Motorcraft Quick Lane   (Wood Brothers),Ford,412,running,0,4,0,Martinsville #8 2024
34,28,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,412,running,0,3,0,Martinsville #8 2024
35,20,20,   Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,411,running,0,2,0,Martinsville #8 2024
36,29,42,   John H. Nemechek,Skip Barber Racing School   (Legacy Motor Club),Toyota,396,crash,0,1,0,Martinsville #8 2024
37,37,66,   David Starr,MBM Motorsports   (Carl Long),Ford,311,steering,0,0,0,Martinsville #8 2024
1,24,9,   Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,276,running,39,45,5,Texas #9 2024
2,22,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,276,running,0,40,0,Texas #9 2024
3,6,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,276,running,0,36,0,Texas #9 2024
4,4,45,   Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,276,running,37,40,0,Texas #9 2024
5,17,99,   Daniel Suarez,Kubota   (Trackhouse Racing),Chevrolet,276,running,0,32,0,Texas #9 2024
6,5,14,   Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,276,running,0,43,0,Texas #9 2024
7,10,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,276,running,5,40,0,Texas #9 2024
8,15,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,276,running,0,29,0,Texas #9 2024
9,35,8,   Kyle Busch,Zone   (Richard Childress),Chevrolet,276,running,0,28,0,Texas #9 2024
10,16,77,   Carson Hocevar,Premier Security   (Spire Motorsports),Chevrolet,276,running,0,27,0,Texas #9 2024
11,20,22,   Joey Logano,AAA Insurance   (Roger Penske),Ford,276,running,14,26,0,Texas #9 2024
12,26,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,276,running,0,25,0,Texas #9 2024
13,2,54,   Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,276,running,5,26,0,Texas #9 2024
14,9,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,276,running,0,23,0,Texas #9 2024
15,19,17,   Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,276,running,0,22,0,Texas #9 2024
16,36,16,   Ty Dillon,Sea Best Seafood   (Matthew Kaulig),Chevrolet,276,running,0,0,0,Texas #9 2024
17,3,20,   Christopher Bell,Rheem   (Joe Gibbs),Toyota,276,running,1,29,0,Texas #9 2024
18,21,10,   Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,276,running,0,19,0,Texas #9 2024
19,27,43,   Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,276,running,0,25,0,Texas #9 2024
20,38,31,   Daniel Hemric,South Point Hotel and Casino   (Matthew Kaulig),Chevrolet,276,running,0,17,0,Texas #9 2024
21,1,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,276,running,77,26,1,Texas #9 2024
22,23,7,   Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,276,running,0,15,0,Texas #9 2024
23,31,47,   Ricky Stenhouse Jr,Boost by Kroger/Blue Buffalo   (JTG-Daugherty Racing),Chevrolet,276,running,0,17,0,Texas #9 2024
24,32,51,   Justin Haley,Jacob Construction   (Rick Ware),Ford,276,running,0,13,0,Texas #9 2024
25,8,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,276,running,0,12,0,Texas #9 2024
26,18,71,   Zane Smith,Ambetter Health   (Spire Motorsports),Chevrolet,276,running,0,11,0,Texas #9 2024
27,33,15,   Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,276,running,0,10,0,Texas #9 2024
28,29,21,   Harrison Burton,Freightliner   (Wood Brothers),Ford,276,running,7,13,0,Texas #9 2024
29,37,84,   Jimmie Johnson,AdventHealth   (Legacy Motor Club),Toyota,276,running,0,8,0,Texas #9 2024
30,11,11,   Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,276,running,37,15,0,Texas #9 2024
31,28,38,   Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,276,running,3,6,0,Texas #9 2024
32,12,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,275,crash,33,15,1,Texas #9 2024
33,7,12,   Ryan Blaney,MenardsKnauf Insulation   (Roger Penske),Ford,268,running,17,17,0,Texas #9 2024
34,30,42,   John H. Nemechek,ROMCO Equipment Co.   (Legacy Motor Club),Toyota,226,crash,0,3,0,Texas #9 2024
35,13,34,   Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,143,crash,0,5,0,Texas #9 2024
36,25,4,   Josh Berry,"Miner DOCKS, DOORS, AND MORE.   (Stewart Haas Racing)",Ford,136,crash,0,1,0,Texas #9 2024
37,14,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,100,crash,0,1,0,Texas #9 2024
38,34,33,   Austin Hill,United Rentals   (Richard Childress),Chevrolet,98,steering,1,0,0,Texas #9 2024
1,18,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,188,running,13,47,5,Talladega #10 2024
2,22,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,188,running,2,38,0,Talladega #10 2024
3,36,10,   Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,188,running,5,34,0,Talladega #10 2024
4,33,47,   Ricky Stenhouse Jr,Boost/Thomas'/Philadelphia   (JTG-Daugherty Racing),Chevrolet,188,running,0,33,0,Talladega #10 2024
5,12,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,188,running,0,33,0,Talladega #10 2024
6,24,62,   Anthony Alfredo,Dude Wipes   (Beard Motorsports),Chevrolet,188,running,4,0,0,Talladega #10 2024
7,13,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,188,running,0,38,0,Talladega #10 2024
8,3,38,   Todd Gilliland,gener8tor   (Bob Jenkins),Ford,188,running,0,29,0,Talladega #10 2024
9,19,31,   Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,188,running,8,28,0,Talladega #10 2024
10,16,21,   Harrison Burton,Motorcraft Quick Lane   (Wood Brothers),Ford,188,running,0,32,0,Talladega #10 2024
11,6,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,188,running,16,26,0,Talladega #10 2024
12,26,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,188,running,3,25,0,Talladega #10 2024
13,32,1,   Ross Chastain,Jockey Outdoors By Luke Bryan   (Trackhouse Racing),Chevrolet,188,running,6,30,0,Talladega #10 2024
14,11,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,188,running,0,25,0,Talladega #10 2024
15,9,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,188,running,5,34,0,Talladega #10 2024
16,29,4,   Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,188,running,3,21,0,Talladega #10 2024
17,35,77,   Carson Hocevar,Zeigler Auto Group   (Spire Motorsports),Chevrolet,188,running,1,20,0,Talladega #10 2024
18,31,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,188,running,0,19,0,Talladega #10 2024
19,7,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,188,running,22,28,1,Talladega #10 2024
20,21,12,   Ryan Blaney,Wabash   (Roger Penske),Ford,188,running,1,24,0,Talladega #10 2024
21,38,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,188,running,0,24,0,Talladega #10 2024
22,15,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,188,running,1,16,0,Talladega #10 2024
23,2,2,   Austin Cindric,MenardsRichmond Water Heaters   (Roger Penske),Ford,188,running,16,33,1,Talladega #10 2024
24,34,15,   Cody Ware,Jacob Construction   (Rick Ware),Ford,188,running,0,13,0,Talladega #10 2024
25,8,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,188,running,6,16,0,Talladega #10 2024
26,25,99,   Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,188,running,0,11,0,Talladega #10 2024
27,4,8,   Kyle Busch,Cheddar's   (Richard Childress),Chevrolet,188,running,4,16,0,Talladega #10 2024
28,17,16,   Shane Van Gisbergen,Wendy's   (Matthew Kaulig),Chevrolet,188,running,3,0,0,Talladega #10 2024
29,30,71,   Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,188,running,0,8,0,Talladega #10 2024
30,5,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,188,running,0,14,0,Talladega #10 2024
31,1,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,187,crash,36,6,0,Talladega #10 2024
32,37,78,   B.J. McLeod,Live Fast Motorsports   (B.J. McLeod),Chevrolet,187,running,5,0,0,Talladega #10 2024
33,20,42,   John H. Nemechek,AdventHealth   (Legacy Motor Club),Toyota,184,running,20,4,0,Talladega #10 2024
34,27,51,   Justin Haley,Parts Plus   (Rick Ware),Ford,184,running,4,3,0,Talladega #10 2024
35,28,43,   Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,154,crash,0,2,0,Talladega #10 2024
36,14,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,154,crash,0,1,0,Talladega #10 2024
37,23,11,   Denny Hamlin,FedEx Ultimate Fan Contest   (Joe Gibbs),Toyota,154,crash,4,1,0,Talladega #10 2024
38,10,20,   Christopher Bell,Mobil 1   (Joe Gibbs),Toyota,132,crash,0,5,0,Talladega #10 2024
1,6,11,   Denny Hamlin,Mavis Tire   (Joe Gibbs),Toyota,400,running,136,53,5,Dover #11 2024
2,21,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,39,51,1,Dover #11 2024
3,15,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,69,51,1,Dover #11 2024
4,1,8,   Kyle Busch,FICO   (Richard Childress),Chevrolet,400,running,34,42,0,Dover #11 2024
5,29,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,0,40,0,Dover #11 2024
6,5,10,   Noah Gragson,MillerTech   (Stewart Haas Racing),Ford,400,running,0,31,0,Dover #11 2024
7,2,12,   Ryan Blaney,Wurth   (Roger Penske),Ford,400,running,47,40,0,Dover #11 2024
8,9,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,0,41,0,Dover #11 2024
9,14,31,   Daniel Hemric,Poppy Bank   (Matthew Kaulig),Chevrolet,400,running,5,28,0,Dover #11 2024
10,19,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,400,running,0,27,0,Dover #11 2024
